Age,Class of Worker,Educational Attainment,Marital Status,Occupation,Place of Birth,Hours Worked per Week,Sex,Race,Target
23,4,15,4,3930,22,40,0,0,0
25,0,18,4,4810,51,40,1,0,0
65,0,20,4,5100,22,45,1,0,1
44,6,15,0,4700,22,55,0,0,1
23,6,18,4,3401,22,40,0,0,0
59,2,20,0,2310,22,40,1,1,0
62,0,15,0,9645,22,40,0,1,0
22,0,17,4,9620,22,40,0,1,0
19,0,18,4,4030,22,20,1,1,0
58,0,15,0,3655,22,40,1,1,0
57,0,18,0,4400,22,40,0,1,0
20,1,15,4,5740,22,40,0,8,1
62,2,20,2,2300,22,40,1,1,0
24,0,15,4,3602,22,48,1,1,0
27,0,15,4,4130,6,32,0,1,0
72,1,18,0,2040,5,12,0,0,0
26,0,19,0,3620,22,40,0,0,1
24,0,20,0,3610,22,40,1,0,0
58,0,15,0,9130,48,44,0,1,1
55,1,18,0,650,22,40,1,1,0
38,0,17,0,5240,17,40,1,8,0
40,0,15,0,7700,22,40,0,1,0
70,5,15,0,4220,34,7,0,0,0
71,0,18,1,3601,22,35,1,1,0
22,0,18,0,710,22,20,0,7,0
20,0,15,0,2545,22,27,1,0,0
50,2,19,4,3710,22,40,0,1,1
50,2,18,4,3710,22,40,0,1,1
32,0,20,3,7340,48,40,0,0,0
67,0,21,0,530,36,40,0,0,1
66,0,18,0,710,36,15,1,0,0
65,1,20,2,2004,23,22,1,0,0
76,5,20,0,4820,22,20,1,0,1
49,0,20,0,2145,22,45,0,0,1
47,0,23,0,2100,22,55,1,0,1
56,0,20,4,1910,13,25,0,0,0
31,3,20,0,2310,22,40,1,0,0
32,3,15,0,6305,22,40,0,0,0
57,5,15,4,4510,22,40,0,0,0
58,0,18,4,8800,22,42,0,0,1
21,0,15,4,5510,22,20,0,8,0
19,0,13,4,8990,22,30,1,0,0
31,0,21,2,300,55,45,0,0,1
37,0,14,4,8800,22,40,0,1,0
57,0,12,0,9130,22,40,0,0,0
85,5,18,4,2145,22,30,1,8,0
59,0,15,0,5000,22,40,1,0,0
55,0,16,0,8740,22,58,0,0,0
43,0,19,0,3323,26,40,1,0,0
47,7,18,0,6260,22,20,0,1,0
20,0,17,4,4110,26,12,1,0,0
39,0,13,4,8300,314,40,1,8,0
72,0,18,0,850,22,40,0,0,1
51,3,0,3,630,303,40,1,7,0
38,2,21,0,2310,22,40,1,0,0
39,3,21,0,110,22,55,0,0,1
18,0,15,4,4020,22,30,0,0,0
61,6,9,0,6115,247,40,0,5,0
55,0,15,0,4521,247,50,1,5,1
26,0,15,4,9300,247,50,1,5,0
38,0,15,4,5740,22,40,1,1,0
21,0,18,4,2545,22,50,0,0,0
56,0,19,0,5740,22,44,1,0,0
58,0,20,0,5000,22,50,0,0,1
24,2,21,4,2014,22,40,1,0,0
29,1,20,0,735,22,20,1,0,0
29,0,20,0,860,22,40,0,0,1
49,0,18,0,440,45,40,1,0,1
52,6,17,0,310,22,40,0,0,1
23,0,15,4,2640,22,25,1,0,0
37,0,21,4,800,28,40,0,1,1
36,0,19,4,9620,22,50,1,1,0
34,6,21,4,4220,22,50,0,1,0
33,0,15,4,6442,22,40,0,0,0
30,0,15,4,750,22,40,1,0,0
40,0,19,4,8990,22,99,0,0,0
44,0,20,4,220,22,45,0,1,1
58,0,21,0,60,341,45,1,0,1
62,1,20,0,3402,22,36,0,0,1
23,0,18,4,4030,22,20,1,0,0
38,0,18,0,1545,22,40,1,0,0
42,5,13,0,6355,28,70,0,0,0
45,0,18,0,4810,22,42,1,0,1
41,0,15,4,7700,22,30,0,1,0
60,3,15,0,7340,22,40,0,1,0
55,0,17,0,5000,22,40,1,1,0
32,0,15,0,6355,22,40,0,0,0
33,0,20,0,5120,22,40,1,0,1
57,5,19,4,3603,22,50,1,1,1
21,4,15,4,3602,22,22,1,1,0
21,4,18,4,5410,22,40,0,1,0
22,0,18,4,6520,22,45,0,0,0
22,0,15,4,4720,22,30,0,0,0
22,0,18,4,9620,22,30,0,0,0
53,2,20,0,2320,48,65,1,0,0
57,0,18,0,6410,247,42,0,5,1
52,0,15,0,4521,247,50,1,5,0
23,0,18,4,4110,247,14,0,5,0
51,0,15,1,4521,247,60,1,5,0
33,5,15,0,6130,22,50,1,0,0
35,5,15,0,9130,22,50,0,0,1
33,5,19,0,7850,48,25,0,5,1
33,3,20,0,2310,28,40,1,0,1
37,6,20,0,6410,22,30,1,0,1
34,2,18,0,705,29,40,0,0,1
74,4,20,2,3870,48,30,1,1,0
54,0,20,0,10,26,40,0,0,1
39,0,20,4,5120,22,40,1,0,0
45,0,21,0,4810,22,40,0,8,0
39,0,21,0,3256,72,50,1,8,1
20,0,18,4,5260,22,40,1,8,0
56,1,22,0,3090,36,60,0,0,1
55,5,21,0,4760,45,20,1,0,0
39,0,20,3,120,5,84,0,0,1
42,6,22,0,2100,28,35,1,0,1
42,6,22,0,2100,22,35,0,0,1
48,0,15,2,440,22,41,1,0,0
54,0,15,4,4200,22,40,1,1,0
26,0,15,4,9620,22,40,1,1,0
33,0,18,2,2861,22,30,0,8,0
57,2,20,0,2310,22,50,0,7,1
58,0,18,0,5240,12,45,0,0,1
34,5,20,4,2600,9,20,1,8,0
34,0,18,0,20,28,38,0,0,0
48,0,15,4,9620,22,10,0,1,0
52,6,20,2,220,22,20,0,0,1
50,0,20,0,8350,247,35,1,5,1
60,6,20,0,4920,44,45,0,0,1
58,0,15,0,440,22,40,0,0,1
59,0,16,0,5120,22,40,1,0,1
39,2,21,4,705,36,35,1,0,1
62,3,18,4,4720,22,40,1,1,0
39,0,16,4,3602,6,40,1,0,0
21,0,17,4,8630,22,42,0,8,1
55,0,20,2,5120,36,50,1,1,1
32,0,18,4,5120,303,40,1,1,0
22,1,15,4,3603,22,40,1,1,0
39,1,21,0,5120,22,5,1,0,0
40,0,21,0,10,22,45,0,0,1
51,0,15,0,5120,17,40,1,0,1
52,6,20,0,440,22,60,0,0,1
23,0,18,4,1545,22,40,0,0,0
20,0,17,4,4622,22,30,1,0,0
37,1,20,0,137,48,40,1,0,1
40,1,20,0,230,22,40,0,1,1
55,0,15,2,8350,22,40,0,0,1
46,0,20,0,1460,22,40,0,8,1
51,0,21,4,705,22,40,0,0,0
41,0,18,2,9130,22,40,0,0,0
51,0,18,0,4720,22,50,1,0,1
47,0,18,4,8760,22,40,0,1,0
59,1,17,2,7340,22,12,0,1,0
60,2,19,2,4020,22,35,1,1,0
61,0,16,0,3602,22,40,1,0,0
58,0,17,0,5240,22,40,1,1,0
28,0,17,4,5240,22,40,1,1,0
63,0,15,0,6305,22,40,0,0,1
46,6,17,4,4521,247,40,1,5,0
43,6,0,4,4521,247,40,0,5,1
57,3,17,0,2320,22,24,1,1,0
58,0,17,0,7700,22,40,0,1,1
49,0,18,1,120,48,50,1,0,1
44,6,21,4,6230,22,40,0,0,1
44,0,15,4,5610,22,40,0,1,0
60,5,14,3,6260,303,50,0,7,0
26,5,20,4,6260,22,50,0,7,1
47,0,20,0,220,22,50,0,0,1
48,1,20,0,5740,22,40,1,0,0
46,2,18,4,3710,22,45,0,1,0
20,0,15,4,8140,22,40,0,1,0
40,1,19,2,5240,22,40,1,0,0
68,5,18,1,7320,34,50,0,0,1
68,0,20,0,2145,314,40,1,8,0
66,0,22,4,5120,22,20,1,0,0
51,6,19,3,3602,22,20,1,1,0
20,0,15,4,9600,22,40,0,1,0
33,0,17,4,6355,49,40,0,0,1
47,0,15,2,9620,22,40,1,1,0
43,0,15,4,4030,22,38,1,1,0
45,3,13,4,3870,22,55,0,1,1
33,6,20,2,4830,314,27,1,8,0
26,6,19,4,4510,314,30,1,8,1
28,6,15,4,220,22,35,0,2,1
28,0,16,0,6442,37,40,0,0,1
27,5,16,0,3602,5,40,1,0,0
41,0,15,4,440,22,40,1,1,0
40,0,20,0,52,22,45,0,0,1
38,0,21,0,4700,22,45,1,0,1
56,1,21,0,3255,22,40,1,0,1
60,0,16,0,160,22,40,0,0,1
43,6,15,0,4521,247,50,0,5,0
59,3,20,0,820,22,40,1,0,1
67,6,22,0,3250,54,10,1,0,0
62,0,15,0,9645,22,45,0,0,0
61,0,17,0,5160,22,40,1,0,0
50,3,20,4,2310,22,60,1,1,1
44,2,15,0,5120,22,40,1,0,1
52,1,16,0,7000,22,50,0,0,1
21,0,15,4,5860,48,40,1,0,0
48,5,19,3,4220,22,25,1,1,0
21,0,18,4,5860,22,20,1,0,0
21,0,18,4,9130,22,5,0,0,0
54,3,15,0,3870,22,40,0,1,1
24,1,20,4,5360,28,40,0,1,0
23,6,13,3,4600,48,15,1,0,0
43,0,15,2,4820,22,40,0,1,0
38,6,22,4,2100,22,60,0,0,1
45,2,19,4,5120,22,40,1,1,0
44,5,15,4,4500,22,40,0,1,0
40,0,20,4,9620,42,40,0,0,0
32,0,21,0,150,22,40,1,0,1
38,0,18,0,8140,247,48,0,8,0
45,0,19,0,3255,22,40,0,0,1
51,0,19,0,4600,22,30,1,0,0
66,4,15,2,4230,11,40,0,1,0
53,5,20,0,6540,48,60,0,0,0
53,5,21,0,440,55,60,1,0,0
47,4,20,0,565,22,40,0,8,1
43,0,20,0,705,22,32,1,0,1
49,0,15,4,7330,22,84,0,0,0
31,0,20,4,2710,48,60,1,0,1
31,0,15,4,2920,18,50,0,8,1
82,5,23,0,2205,13,6,0,0,1
68,1,21,0,230,315,40,1,8,1
52,4,17,4,3802,22,40,1,1,0
54,0,17,4,7700,22,40,0,1,1
26,0,15,0,6950,22,40,0,0,1
26,0,19,0,3601,22,30,1,0,0
76,0,15,1,5740,48,40,1,0,1
41,0,20,0,800,22,40,1,0,1
46,0,20,0,440,5,50,0,8,1
23,0,20,4,2180,45,20,0,0,0
24,0,20,4,4055,19,25,1,0,0
64,0,19,0,4920,22,60,0,0,1
61,0,20,0,2310,22,40,1,0,0
35,6,10,4,9645,22,40,1,1,1
63,0,15,0,6410,22,40,0,1,0
58,0,18,0,8990,22,40,1,1,0
25,0,19,0,3255,22,36,1,0,1
28,0,15,0,6355,22,40,0,0,1
77,1,20,0,2180,22,10,0,0,1
30,0,20,4,565,22,40,0,0,1
37,3,17,2,5720,40,40,1,0,0
56,0,20,0,2320,22,42,0,0,0
57,0,19,0,5240,22,50,1,0,0
26,0,19,0,4600,22,45,1,8,0
74,0,18,0,3500,22,24,1,0,1
51,0,19,0,3655,22,35,1,0,0
52,0,20,0,220,22,50,0,0,1
18,0,15,4,4110,22,24,1,0,0
67,6,19,0,2862,18,70,1,0,1
53,0,15,2,3603,22,40,1,1,0
42,0,0,0,3255,22,60,1,0,1
62,0,15,2,9121,17,15,1,0,1
34,0,15,0,8600,22,40,0,0,1
35,5,21,0,2350,22,40,1,0,0
48,0,0,0,4200,22,40,0,0,0
46,0,0,0,4720,22,24,1,0,0
20,0,15,4,4720,22,20,1,0,0
39,0,21,4,1006,22,50,0,8,1
36,1,21,4,2310,22,40,1,8,1
55,0,18,0,2205,22,40,0,0,1
52,2,18,0,5000,22,40,1,0,0
40,5,20,0,4700,26,60,1,0,1
51,0,15,0,7150,22,40,0,0,1
60,0,18,0,5740,22,35,1,0,0
22,0,18,4,4020,22,42,0,0,0
20,0,18,4,4020,22,25,0,0,0
49,0,15,0,4230,22,40,1,0,0
44,0,15,0,7260,22,40,0,0,0
29,0,19,4,4110,48,30,1,0,0
47,6,20,0,4920,22,35,0,0,1
43,0,22,0,3150,22,16,1,0,0
17,5,13,4,4251,22,5,0,0,0
37,0,15,4,4110,22,60,0,1,0
61,0,17,2,5400,22,34,1,0,0
48,0,15,4,4720,22,40,1,1,0
36,2,20,4,2310,22,50,1,1,1
52,0,20,0,1021,137,45,0,0,1
45,2,21,0,2310,6,40,1,0,1
55,0,16,4,6260,22,20,0,1,0
58,3,18,2,440,22,40,1,0,1
54,0,15,2,5840,22,40,1,0,0
62,0,20,4,2310,22,7,1,8,0
55,0,20,0,220,22,50,0,0,1
51,0,20,0,3150,22,20,1,8,0
26,0,20,4,220,22,40,0,8,0
45,0,18,2,440,22,40,1,0,1
49,2,19,0,5740,22,40,1,0,1
50,0,15,0,9130,22,50,0,0,1
32,5,15,4,205,37,40,0,0,0
33,0,15,4,4220,22,40,0,1,0
37,5,19,0,4020,249,40,0,8,0
66,0,18,0,120,40,40,1,0,1
25,0,17,0,3255,22,40,1,0,1
25,0,17,4,3602,22,20,1,0,0
43,0,20,4,4000,39,50,1,0,0
41,0,19,4,5240,39,50,1,0,0
49,0,21,0,3160,22,60,0,0,1
18,5,15,4,4220,22,4,0,0,0
40,4,20,4,9810,17,40,0,0,1
56,5,15,2,7200,22,40,0,0,1
55,0,14,2,4720,22,40,1,0,0
51,6,19,0,7010,22,25,0,0,1
25,0,17,4,4020,22,32,0,0,0
23,0,20,4,3323,22,40,1,0,0
68,5,20,4,2752,22,11,0,0,0
45,0,20,4,20,22,55,0,0,1
38,0,20,0,4800,51,44,0,8,1
37,1,18,0,4760,4,30,1,2,1
60,2,21,0,440,36,40,1,0,1
58,5,18,0,4220,36,4,0,8,1
55,2,15,2,5310,36,40,1,0,0
47,5,18,2,5740,48,40,1,0,0
25,0,20,4,1350,39,40,0,0,1
34,0,19,0,6442,22,40,0,1,1
35,2,20,0,2310,138,40,1,1,0
60,0,17,2,4720,22,40,1,8,0
37,0,18,0,110,22,90,0,0,1
36,2,20,0,2310,22,80,1,0,0
53,6,15,0,310,247,70,0,8,1
51,0,21,0,440,247,30,1,5,0
20,0,17,0,4110,247,30,1,5,0
54,0,19,2,530,42,40,1,0,0
53,0,15,4,6230,22,50,0,0,0
72,0,19,2,2920,47,32,0,0,1
50,2,19,0,3870,110,40,0,0,1
42,0,18,0,4510,22,35,1,0,0
47,5,20,0,5860,45,20,1,0,0
53,0,18,0,6355,22,40,0,0,1
29,0,19,0,7430,22,40,0,0,1
27,0,19,0,8760,22,40,1,0,0
63,1,15,0,4220,22,40,0,1,0
75,0,15,0,4251,22,30,0,0,0
42,0,23,4,7330,55,45,0,0,1
67,0,0,2,4220,22,40,0,1,0
43,0,20,0,120,22,40,1,0,1
54,0,18,0,4760,51,50,0,0,1
30,0,12,0,6230,303,40,0,0,0
61,0,15,0,7330,40,48,0,0,0
63,0,15,0,9600,28,44,1,0,0
40,4,20,0,9810,12,60,0,8,1
31,0,15,0,7830,22,84,0,0,1
31,2,20,0,2310,22,40,1,0,0
59,2,20,2,2320,4,40,1,0,1
61,2,20,2,2310,22,40,1,0,1
33,0,16,4,6305,22,60,0,0,0
62,0,15,2,3602,22,40,1,1,0
61,3,23,0,2205,243,50,0,0,1
25,0,17,4,6260,314,40,0,8,0
21,0,19,0,8140,22,45,0,0,0
81,5,4,3,6115,313,80,0,0,1
82,1,15,1,5740,22,45,1,0,1
31,1,20,0,420,17,30,0,0,0
29,1,21,0,230,53,40,1,0,0
45,1,20,0,3255,22,36,1,0,1
24,0,17,4,4110,36,20,1,0,0
47,0,17,4,4110,22,5,1,0,0
45,6,20,2,440,22,80,0,0,1
59,2,21,0,2310,22,40,1,0,0
28,2,23,4,2016,22,40,1,1,0
33,0,18,4,9130,22,30,0,1,0
79,1,15,1,5740,22,12,1,8,0
38,0,15,0,1050,37,40,1,0,0
31,0,21,0,440,25,40,0,0,1
43,5,20,0,120,22,40,0,1,1
39,0,20,0,2004,22,40,1,1,0
30,5,18,4,4621,22,36,1,0,0
25,0,20,4,5100,22,41,1,0,0
24,0,15,4,3545,327,43,1,7,0
51,3,18,2,9121,22,25,0,0,0
43,2,21,0,230,22,40,1,0,1
35,0,15,0,8990,22,40,0,0,1
29,6,15,0,440,22,60,0,1,1
43,0,15,2,8140,22,32,0,0,0
57,6,20,0,3050,22,40,1,1,1
62,4,21,0,2350,12,12,1,0,1
69,0,16,4,4251,22,25,0,8,1
52,1,23,0,3090,216,99,0,0,1
35,0,18,2,220,22,40,1,0,0
38,0,15,3,3421,22,40,0,0,0
39,5,15,4,8990,28,40,0,0,0
32,0,20,4,9620,22,25,1,1,0
73,0,19,4,5240,22,24,1,1,0
54,6,15,4,7150,22,48,0,0,0
31,0,20,0,2710,22,12,1,0,0
31,0,18,0,7010,22,40,0,0,0
61,0,20,4,4850,22,70,0,0,1
27,0,17,0,6355,22,35,0,0,0
26,0,19,0,4040,22,50,1,1,0
55,6,20,2,650,22,35,1,0,1
62,0,15,2,4810,22,40,1,0,1
27,4,17,4,5540,12,35,1,0,1
30,4,17,4,5550,22,35,0,7,0
55,0,20,0,4760,22,40,0,0,0
43,0,16,4,8990,22,40,0,1,1
41,0,21,0,850,22,40,0,0,1
37,1,21,0,3255,22,50,1,0,1
64,0,15,2,150,22,40,1,0,1
31,0,20,4,9645,22,40,0,0,0
29,0,19,4,705,22,40,1,0,0
33,0,20,4,2310,303,40,0,7,0
50,2,20,0,2320,21,52,0,0,0
66,0,15,0,7700,40,50,0,0,1
61,0,14,0,3602,22,13,1,0,0
20,0,18,4,3603,22,40,1,0,0
40,6,18,0,4720,48,40,1,0,0
74,0,14,0,710,22,25,0,0,1
75,5,15,0,4510,22,6,1,0,0
64,3,20,2,5740,22,40,1,1,0
27,1,20,0,3255,22,40,1,0,1
27,0,18,0,705,22,40,0,8,1
37,0,20,0,700,22,40,1,0,1
40,0,15,0,5240,362,40,1,8,0
58,0,7,0,6410,362,50,0,8,0
20,0,15,4,4720,12,60,1,1,0
62,4,20,4,3110,22,40,0,0,1
70,1,15,2,4622,22,40,1,1,1
24,0,17,4,4030,22,40,0,1,0
47,0,18,0,540,22,40,1,0,0
60,0,18,0,705,22,40,0,0,1
39,0,19,2,3423,22,30,1,0,1
57,3,15,4,5522,22,22,1,0,0
42,0,13,4,4720,22,40,0,1,0
27,2,20,4,5240,48,44,1,1,0
53,0,15,0,9130,22,70,0,1,1
40,0,15,0,5120,22,40,1,1,0
37,3,18,4,2016,22,40,0,1,1
56,3,21,0,2002,29,40,0,0,1
50,2,21,0,230,22,40,1,0,1
66,0,12,0,6200,22,99,0,0,1
32,2,21,0,2205,22,47,1,0,1
32,5,20,0,2634,22,40,0,0,0
54,0,12,3,6050,22,40,0,1,0
31,2,21,0,2310,22,35,0,0,1
30,2,21,0,2300,22,35,1,0,0
73,0,22,2,5230,22,9,1,0,0
59,5,15,3,220,22,40,0,1,0
38,5,23,0,440,210,30,1,5,0
55,6,13,0,4030,22,39,1,0,0
58,5,16,0,6355,22,40,0,0,1
65,1,20,1,2006,6,40,1,8,0
52,2,17,0,4020,22,40,1,0,0
54,5,17,0,230,22,50,0,0,1
22,0,18,4,2905,22,30,0,0,0
53,2,21,2,2310,22,40,1,1,1
52,0,18,3,3649,242,50,1,0,0
52,0,16,4,9760,42,40,0,0,0
55,0,12,4,9130,22,42,0,0,1
45,3,18,4,2360,22,45,1,1,0
27,0,15,4,8990,22,50,1,1,0
22,0,14,4,4700,22,40,0,1,0
44,0,15,0,5400,22,36,1,1,0
51,0,19,0,440,22,45,0,1,1
21,0,15,4,4760,22,36,0,1,0
18,0,13,4,4110,48,15,1,1,0
64,0,18,0,440,22,40,0,0,1
41,0,19,0,5860,12,40,1,0,0
43,0,20,0,20,36,50,0,0,1
51,6,18,0,4521,247,56,0,5,0
43,6,12,0,4521,247,56,1,5,0
24,1,20,4,4120,5,10,0,5,0
21,0,18,4,4720,5,5,0,5,0
62,0,15,2,800,45,40,0,7,1
36,0,15,4,4850,6,40,0,7,0
42,0,15,3,8740,45,39,0,7,0
17,0,13,4,9620,22,40,0,7,0
42,5,17,0,9130,22,70,0,0,1
19,1,18,4,2723,22,6,0,0,0
51,1,20,4,3545,247,40,0,5,0
35,0,16,4,6850,48,87,0,0,0
30,0,15,4,1240,22,40,0,1,0
48,0,20,4,1010,22,40,0,0,1
60,0,15,1,4700,22,40,1,1,0
69,0,13,0,5510,22,40,0,1,0
64,0,15,0,5840,22,40,1,1,0
41,0,17,2,2205,22,18,1,0,0
19,0,15,4,7800,22,40,1,0,0
42,0,17,0,5860,22,40,1,0,0
43,0,19,0,1050,22,40,0,0,1
34,0,16,4,310,22,40,0,0,1
35,5,18,4,4621,22,5,0,0,0
46,0,20,0,4110,22,45,0,0,1
25,0,20,4,1410,13,40,0,0,1
24,0,20,4,310,28,40,1,0,0
56,0,17,0,4720,22,40,1,1,0
41,0,15,0,8990,22,40,0,1,0
27,0,16,0,9620,22,40,0,0,0
43,3,20,2,3710,22,40,1,1,1
20,0,15,0,6305,6,75,0,0,1
50,0,18,4,4720,22,32,0,1,0
58,0,21,4,1006,27,40,1,0,1
32,0,20,0,51,22,50,0,0,1
30,0,20,0,10,18,30,1,0,1
47,0,15,0,6260,22,40,0,0,1
53,0,15,0,5860,22,40,1,0,0
21,0,15,4,9620,22,40,0,0,0
52,0,19,1,60,28,40,1,0,1
28,0,15,4,4020,28,25,0,0,0
81,6,18,0,9005,22,40,0,8,1
66,5,21,2,2006,56,55,0,0,1
41,0,16,4,9130,22,30,0,0,0
51,0,16,0,5120,48,40,1,0,0
54,6,18,0,440,17,60,0,0,1
57,0,20,0,1108,22,40,1,0,1
58,0,15,0,6520,48,40,0,0,0
62,0,20,0,1065,22,40,1,0,1
64,5,20,0,4850,22,45,0,0,0
36,0,15,0,8990,22,60,0,0,1
32,0,19,0,4850,22,40,1,0,1
63,0,18,2,5400,22,38,1,0,0
56,6,15,2,6442,22,40,0,0,1
72,1,23,0,2360,22,35,1,0,1
66,0,15,1,4251,22,40,0,1,0
41,0,18,0,750,22,50,1,0,0
42,0,15,0,8140,22,45,0,0,1
20,3,18,4,5000,22,40,1,0,0
64,0,15,2,4020,22,35,1,1,0
27,0,17,4,3245,22,37,1,1,0
28,0,17,4,4220,22,40,0,1,0
49,0,18,2,9130,22,40,0,1,1
29,0,15,4,4965,48,35,1,1,0
37,0,15,4,6305,22,40,0,0,0
64,1,20,0,2060,26,20,1,1,0
68,0,15,0,9130,22,40,0,1,0
65,2,15,4,4020,28,38,1,1,0
50,1,19,2,3255,28,80,1,0,1
32,0,18,2,4000,22,40,0,1,0
24,0,19,4,5810,48,40,1,1,0
21,0,15,4,4720,22,50,1,1,0
62,3,20,1,2320,22,40,1,1,0
46,0,19,4,4020,22,40,1,1,0
53,0,21,0,5000,23,40,1,0,1
54,0,20,0,1108,22,45,0,0,1
24,0,19,4,9005,22,40,0,0,1
81,0,0,2,9610,314,18,0,8,0
55,2,20,0,2300,22,40,1,0,1
58,0,20,0,1350,51,50,0,8,1
24,0,18,4,6210,22,80,0,0,1
40,0,20,0,4700,22,40,0,0,1
39,0,20,0,440,22,40,1,0,0
63,2,20,2,2310,22,40,1,1,0
44,0,19,4,8990,22,40,0,1,0
52,0,17,0,440,22,40,0,0,1
44,0,18,0,5120,12,40,1,0,0
19,0,18,4,4220,22,14,0,0,0
27,4,18,3,9825,6,72,0,8,1
61,0,18,0,5860,22,39,1,1,0
25,0,18,0,4110,22,20,0,1,0
42,0,18,4,4710,22,32,1,1,0
41,0,21,0,1360,313,40,0,8,1
55,0,17,2,5120,48,40,1,0,1
22,0,19,0,8030,22,45,0,0,0
70,2,20,1,2310,22,30,1,1,1
21,0,20,4,5860,22,40,1,0,0
46,4,19,4,3255,22,40,1,1,1
32,0,22,4,3090,13,40,1,0,1
45,0,13,2,440,22,80,0,2,1
19,0,15,4,4720,22,36,0,2,0
65,4,20,0,300,46,40,0,0,1
60,4,21,0,565,22,40,1,0,1
69,0,18,2,9130,22,60,0,0,1
42,0,16,2,4230,22,30,1,0,0
17,1,12,4,2752,22,3,1,0,0
24,0,10,4,4521,22,50,1,5,0
35,5,16,0,9310,22,80,0,0,1
40,0,21,0,1240,55,40,1,0,1
41,5,20,0,1021,17,40,0,0,1
49,0,15,0,4720,249,40,0,0,0
20,0,15,4,4720,22,40,0,0,0
56,1,21,2,5740,22,2,1,1,0
55,5,20,0,540,22,36,0,0,0
49,5,19,0,4510,22,45,1,0,1
36,0,20,4,4920,22,40,1,1,0
42,4,18,4,3255,22,40,1,1,1
43,0,19,4,5860,22,40,1,0,1
30,0,19,4,8710,22,40,0,1,1
29,1,20,4,440,22,40,0,1,1
42,1,19,2,3220,22,40,1,0,1
56,0,18,3,540,22,40,1,0,1
27,2,18,4,3740,22,72,0,0,0
32,0,21,0,120,22,45,1,0,1
32,0,20,0,1460,5,45,0,0,1
78,0,23,0,1530,22,20,0,0,1
44,0,11,2,7700,22,40,0,1,0
35,0,18,0,9130,22,15,0,0,0
38,2,20,0,2320,26,40,1,0,1
30,1,22,0,3100,47,80,0,0,1
29,0,20,0,705,47,40,1,0,0
62,0,15,0,10,22,45,0,0,1
22,0,17,4,4720,314,45,1,7,0
24,0,15,4,4720,314,42,1,7,0
30,4,20,0,630,72,60,0,8,0
27,4,15,0,120,8,60,1,8,0
59,0,20,0,5740,22,12,1,0,0
22,0,20,4,8830,22,36,1,0,0
64,5,19,1,4220,22,18,1,0,0
66,0,18,4,310,22,30,0,0,0
65,0,20,0,735,26,40,0,0,1
66,0,21,0,2850,17,20,1,0,0
38,0,18,4,520,22,50,0,1,0
37,0,18,2,5240,22,40,1,1,0
60,0,10,4,4020,22,38,1,0,0
62,4,20,0,3255,22,40,1,1,1
30,4,19,4,3500,22,40,0,1,1
71,0,21,2,4020,36,24,1,0,0
78,0,17,4,3645,36,40,1,0,0
69,5,22,0,3090,22,26,0,0,1
58,0,20,0,3255,48,40,1,0,0
29,0,15,4,4920,22,30,1,0,0
38,1,20,4,1105,22,40,0,0,1
21,0,18,4,4760,12,15,1,8,0
20,0,18,4,4030,12,30,1,8,0
20,0,18,4,4110,22,30,1,8,0
34,0,18,0,4920,17,50,1,8,1
75,0,18,0,7340,22,20,0,0,1
42,0,16,2,4810,22,45,1,1,0
24,0,19,4,4055,22,32,1,0,0
23,0,18,4,4055,8,30,1,8,0
40,5,17,0,410,22,40,1,0,0
39,5,14,0,4220,22,40,0,0,0
33,0,15,4,4110,313,67,0,7,0
35,5,17,2,4700,22,30,1,0,0
49,0,15,0,530,22,40,0,0,1
54,0,13,0,5740,22,40,1,0,1
24,4,15,4,5550,36,50,1,8,1
26,0,19,4,5240,22,40,1,1,1
38,0,18,4,4700,22,40,1,1,0
79,0,18,1,205,28,18,0,0,1
42,0,20,0,220,17,50,0,0,1
43,0,22,0,2100,22,50,1,0,1
64,3,20,0,10,22,20,0,0,0
63,6,22,0,4010,22,12,1,8,1
44,0,20,4,2310,22,30,0,0,0
71,0,18,0,5610,22,40,0,1,0
69,0,18,0,4220,22,20,1,1,0
22,0,16,4,4965,22,40,0,0,0
25,0,17,4,2723,22,8,1,0,0
42,0,20,0,20,22,40,0,0,1
33,6,19,0,4510,22,50,1,0,0
17,0,13,4,4110,22,25,0,0,0
67,6,21,0,2003,12,36,0,0,1
67,0,20,0,4220,22,48,1,0,0
55,0,15,4,6410,303,40,0,8,0
30,0,16,4,6410,303,40,0,8,0
29,0,19,4,3255,22,36,1,0,1
50,2,20,0,2310,29,40,1,0,0
55,0,13,0,7000,22,98,0,0,1
31,1,20,2,2025,6,84,1,0,0
31,0,20,2,2360,26,15,1,8,0
45,0,21,0,10,22,40,0,0,1
49,0,20,0,3255,22,40,1,0,1
62,0,21,0,4030,22,15,1,0,0
67,6,20,0,10,22,40,0,0,1
41,0,17,4,4030,22,32,1,1,0
36,0,14,3,6230,22,40,0,0,0
35,0,19,4,9130,22,25,1,0,0
57,1,21,0,2002,48,40,1,0,0
54,0,21,0,10,22,60,0,0,1
75,0,15,1,5240,22,35,1,0,0
61,0,15,2,9130,22,70,0,0,1
51,4,20,0,5920,22,50,0,0,1
46,0,11,0,4700,22,45,0,0,0
58,2,20,0,2300,22,40,1,0,1
24,4,20,4,800,22,40,0,0,1
35,1,20,0,3255,22,6,1,0,0
41,2,15,0,7100,48,50,0,0,1
36,0,20,0,1021,22,45,0,0,1
32,5,20,0,5120,233,45,1,5,1
